name,RA,DEC,zlens
SDSSJ2303+1422 | J2303+1422 | J2303+1422 | SDSSJ2303+1422 | -,345.84047,14.37164,0.155 | 0.155 | 0.155 | 0.15529 | 0.1553
SDSSJ2321-0939 | - | J2321-0939 | SDSSJ2321-0939 | J2321-0939,350.33718,-9.65286,0.08185 | 0.0819 | 0.082 | 0.082 | 0.082
SDSSJ2341+0000 | SDSSJ2341+0000 | J2341+0000 | - | J2341+0000,355.29825,0.00519,0.18595 | 0.186 | 0.186 | 0.186 | 0.186
SDSSJ0827+5224,126.855,52.40975,0.29364
SDSSJ0919+2720,139.85925,27.34751,0.21017
SDSSJ1005+4016,151.34192,40.26947,0.23048
5463-56003-121 | DESI-217.4784+12.0433 | SDSSJ142954.80+120235.5,217.47838,12.04326,0.55 | 0.553082 | 0.5531
SDSSJ154204.99+401954.6 | 4976-56046-672 | DESI-235.5208+40.3319,235.5208,40.33187,0.4351 | 0.44 | 0.456826
DESI-341.2747+00.6718 | 4205-55454-645 | SDSSJ224505.93+004018.3,341.27471,0.67178,0.642586 | 0.7 | 0.7021
SDSSJ144320.72+334212.1 | 3865-55272-67,220.83637,33.70336,0.5786 | 0.58
SDSSJ134408.02+162127.9 | 5439-56045-109 | DESI-206.0349+16.3570,206.03415,16.3574,0.4957 | 0.5 | 0.514
DESI-133.6197+10.1374 | SDSS J085428.7+100814,133.61964,10.13731,0.297824 | 0.298
SDSS J120453.5+135753 | 12103548,181.22296,13.96476,0.533 | 0.5458613
SDSS J122656.8+052045 | 15637777,186.73664,5.34597,0.504 | 0.53656757
DESI-219.9855+32.8402 | SDSS J143956.5+325024,219.98546,32.8401,0.417564 | 0.418
DESI-339.8880-04.4883 | SDSS J223933.1-042917,339.88796,-4.48818,0.531812 | 0.553
DESI-345.0719+22.2249 | SDSS J230017.3+221329,345.072,22.22481,0.418162 | 0.444
SDSS J114723.3+333153 | 151987 | DESI-176.8472+33.5316,176.84714,33.53152,0.212 | 0.21203065 | 0.903
DESI-341.0206+27.9877 | SDSS J224405.0+275915 | AGEL 224405+275916,341.02066,27.9876,0.337267999999999 | 0.352 | nan
SDSS J224621.2+223337 | 15732937 | AGEL 224621+223338,341.58826,22.56042,0.571 | 0.77157146 | nan
SDSS J224712.3-020537 | CL2244 | DESI-341.8012-02.0939,341.8011,-2.09386,0.329 | 0.33 | 0.353517
SDSS J005848.9-072156 | DESI-014.7032-07.3658,14.70346,-7.36567,0.619 | 0.6379
SDSS J104044.6+330520 | 12481673 | 6086608 | DESI-160.1860+33.0889,160.1859,33.08892,0.615 | 0.64346457 | 0.64346457 | 0.6435
SDSS J1115+5319 | SDSSJ1115+5319,168.81188,53.33183,0.466 | 0.466
SDSS J1217+3641 | SDSSJ1217+3641,184.38308,36.68675,0.364 | 0.364
SDSSJ1446+3032 | SDSS J1446+3032,221.64175,30.5495,0.464 | 0.47
SDSS J090002.79+223403.6 | SDSSJ0900+2234 | 19.0 | SDSS J090002.6+223404,135.01115,22.56782,0.489 | 0.489 | 0.489 | 0.489
SDSS J090122.37+181432.3 | SDSSJ0901+1814 | 4.0 | SDSS J090122.4+181432,135.34325,18.24228,0.3459 | 0.3459 | 0.346 | 0.346
SDSS J131811.5+394226 | 37.0 | SDSSJ1318+3942 | SDSS J1318+3942,199.54794,39.70736,0.475 | 0.475 | 0.4751 | 0.4751
SDSSJ1632+3500 | [J163210+350038] | [J163210+350041],248.04278,35.01013,0.49 | nan | nan
SDSSJ2135-0102[J213512-010143] | DESI-323.8029-01.0288,323.80296,-1.02869,0.3272 | 0.502
DESI-214.8006+53.4366 | SDSS J141912.2+532611 | SL2SJ141912+532612 | SL2SJ141912+532612 | SL2SJ141912+532612 | SA102 | SL2SJ141912+532611,214.80036,53.43658,0.152702 | 0.638 | 0.65 | 0.65 | 0.65 | 0.69 | 0.69
SDSSJ1116+4118,169.04583,41.30597,0.25
SDSSJ1150+1016,177.57092,10.28138,0.28365
SDSSJ1246+0440,191.69,4.67361,0.16861
SDSSJ1446-0248,221.51096,-2.80775,0.20645
SDSSJ2156+1204,329.11312,12.06993,0.25695
SDSSJ2231-0849,337.78342,-8.82375,0.17473
SDSSJ0058-0722,14.69983,-7.36614,0.639
SDSSJ1228+3743 | J1228+3743,187.24838,37.73011,0.03993 | 0.04
J0821+1025 | SDSSJ0821+1025,125.48858,10.43226,0.094 | 0.09419
SDSSJ1321-0115 | J1321-0115,200.31608,-1.255,0.10773 | 0.108
SDSSJ1410+0205 | J1410+0205,212.57333,2.09115,0.12674 | 0.127
J1521+5805 | SDSSJ1521+5805,230.34937,58.09747,0.204 | 0.20423
J1556+3446 | SDSSJ1556+3446,239.05721,34.77497,0.073 | 0.07312
SDSSJ2210-0934 | J2210-0934,332.52392,-9.57112,0.08264 | 0.083
SDSS J034957.70+000427.60 | J0349+0004,57.49042,0.07433,0.13155 | 0.1316
SDSS J073325.27+441111.32 | J0733+4411,113.35529,44.18648,0.05558 | 0.0556
J0747+4323 | SDSS J074752.22+432300.60,116.96758,43.3835,0.1114 | 0.11144
SDSS J075106.24+472000.07 | J0751+4720,117.776,47.33335,0.07885 | 0.0789
11.0 | SDSSJ0800+0812,120.05442,8.20232,0.31 | 0.314
SDSS J082117.33+252930.73 | J0821+2529,125.32221,25.49187,0.09487 | 0.0949
SDSS J082519.86+172855.36 | J0825+1728,126.33275,17.48204,0.08898 | 0.089
SDSS J100202.5+602026 | SDSSJ1002+6020,150.51046,60.3406,0.573 | 0.575
J1027+3752 | SDSS J102726.54+375237.35,156.86058,37.87704,0.098 | 0.09802
J1059+5000 | SDSS J105953.06+500054.72,164.97108,50.0152,0.0257 | 0.02571
SDSS J110602.37+431024.50 | J1106+4310,166.50988,43.17347,0.05837 | 0.0584
SDSS J112034.12+464928.22 | J1120+4649,170.14217,46.82451,0.05355 | 0.0536
SDSS J112907.67+213509.63 | J1129+2135,172.28196,21.58601,0.04557 | 0.0456
J1436+4943 | SDSS J143607.49+494313.22,219.03121,49.72034,0.125 | 0.12538
SDSS J153101.12+285253.59 | J1531+2852,232.75467,28.88155,0.08275 | 0.0828
SDSS J161711.62+495751.83 | J1617+4957,244.29842,49.9644,0.05739 | 0.0574
SDSS J162526.09+395214.51 | J1625+3952,246.35871,39.8707,0.02907 | 0.0291
SDSS J162737.71+423817.63 | J1627+4238,246.90712,42.63823,0.03107 | 0.0311
SDSS J162920.74+394913.43 | J1629+3949,247.33642,39.8204,0.02608 | 0.0261
SDSS J164028.01+391912.42 | J1640+3919,250.11671,39.32012,0.03005 | 0.0301
J1700+3750 | SDSS J170007.17+375022.21,255.02987,37.8395,0.0633 | 0.0633
SDSS J173042.33+563821.79 | J1730+5638,262.67637,56.63939,0.02938 | 0.0294
SDSS J221101.52+122227.49 | J2211+1222,332.75633,12.3743,0.06139 | 0.0614
SDSS J170124.01+372258.09 | 173 | J1701+3722,255.35004,37.3828,0.12167 | 0.121696 | 0.122
SDSS J035725.22-052514.40 | 211 | J0357-0525,59.35508,-5.42067,0.06405 | 0.0640595 | 0.0641
J1307+4618 | 98 | SDSS J130701.21+461833.95,196.75506,46.30943,0.0245 | 0.0245064 | 0.02451
J1108+4337 | SDSS J110814.21+433729.34 | 76,167.05921,43.62482,0.0756 | 0.07561 | 0.075625
238 | SDSS J090138.81+274002.83 | J0901+2740,135.41171,27.66745,0.143728 | 0.14375 | 0.1438
J1448+5123 | SDSS J144835.21+512308.07 | 166,222.14671,51.38558,0.1315 | 0.13151 | 0.131517
J1318+4713 | SDSS J131826.10+471323.40 | 100,199.60875,47.22317,0.0571 | 0.05711 | 0.0571344
SDSS J162332.75+390715.95 | 172 | J1623+3907,245.88646,39.1211,0.03505 | 0.0350502 | 0.0351
J1649+3852 | SDSS J164943.29+385221.78 | 176,252.43036,38.87272,0.0615 | 0.0615 | 0.0615388
J0836+5402 | SDSS J083633.11+540229.27 | 63,129.13796,54.04146,0.0305 | 0.03052 | 0.0305561
J0845+5357 | 61 | SDSS J084531.60+535732.41,131.38167,53.959,0.0308 | 0.0308293 | 0.03083
147 | J1540+4835 | SDSS J154014.39+483529.51,235.05996,48.59153,0.0657984 | 0.0658 | 0.06582
J1543+3909 | SDSS J154307.00+390904.85 | 97,235.77917,39.15134,0.0638 | 0.06382 | 0.0638602
SDSS J072816.98+400502.78 | SDSS J072816.98+400502.78 | J0728+4005,112.07075,40.08411,0.04956 | 0.04956 | 0.0496
SDSS J112312.82+511109.19 | SDSS J112312.82+511109.19 | 219 | 220 | J1123+5111,170.80344,51.18589,0.04865 | 0.04865 | 0.0486868 | 0.0486868 | 0.0487
16.1 | SDSSJ1111+5308 | CSWA16.2 | 16.2,167.76456,53.14816,0.33 | 0.412 | 0.46 | 0.46
15.1 | SDSS J100859.8+193717 | SDSSJ1008+1937 | CSWA15.2 | 15.2,152.2486,19.62131,0.306 | 0.306 | 0.30606 | 0.465 | 0.465
SDSSJ1226+2149 | DESI-186.7130+21.8312,186.71298,21.8312,0.435 | 0.4378
SDSS J1531+3414 | SDSSJ1531+3414 | [J153109+341425] | [J153109+341428] | [J153110+341429] | [J153110+341428] | [J153110+341430] | [J153110+341407] | [J153110+341414] | [J153110+341434] | [J153110+341439] | [J153110+341415] | [J153110+341418] | [J153111+341418] | [J153111+341421] | [J153111+341420],232.79375,34.24018,0.335 | 0.335 | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan | nan
SDSSJ082130.66+373330.7 | SDSSJ0821+3733,125.37775,37.55853,0.5056 | 0.50563
SDSSJ094102.69-010402.5 | SDSSJ0941-0104,145.26121,-1.06736,0.461 | 0.91135
PS1J0143+1607 | SDSSJ0143+1607 | SDSS J014350.1+160739,25.95882,16.12769,0.39 | 0.415 | 0.452
DESI-121.8813+44.1801 | SDSSJ0807+4410 | SDSS J080731.5+441048,121.88128,44.18008,0.415 | 0.449 | 0.449
4315-55503-703 | SDSSJ011300.57+025046.2 | SDSSJ011300.57+025046.2,18.25242,2.84617,0.62 | 0.623 | 0.623
5369-56272-541 | SDSSJ111634.55+091503.0 | SDSSJ111634.55+091503.0,169.144,9.25085,0.55 | 0.5501 | 0.5501
SDSSJ002927.38+254401.7 | SDSSJ002927.38+254401.7 | 6281-56295-811,7.36412,25.73383,0.5869 | 0.5869 | 0.59
SDSSJ023740.63-064112.9 | SDSSJ023740.63-064112.9 | 4399-55811-149,39.41933,-6.68694,0.4859 | 0.4859 | 0.49
4440-55539-41 | SDSSJ074249.68+334148.9 | SDSSJ074249.68+334148.9,115.70702,33.69694,0.49 | 0.4936 | 0.4936
SDSSJ111027.11+280838.4 | SDSSJ111027.11+280838.4 | 6435-56341-855,167.61296,28.14402,0.6073 | 0.6073 | 0.61
SDSSJ114154.71+221628.8 | SDSSJ114154.71+221628.8 | 6422-56328-303,175.47796,22.27469,0.5858 | 0.5858 | 0.59
6672-56386-474 | SDSSJ120159.02+474323.2 | SDSSJ120159.02+474323.2,180.49596,47.72311,0.56 | 0.5628 | 0.5628
SDSSJ122656.45+545739.0 | SDSSJ122656.45+545739.0 | 6833-56413-181,186.73525,54.96085,0.498 | 0.498 | 0.5
5048-56218-801 | SDSSJ222825.76+120503.9 | SDSSJ222825.76+120503.9,337.10737,12.08443,0.53 | 0.5305 | 0.5305
SDSSJ0915-0055 | SDSSJ091516.60-005500.6 | 34,138.81917,-0.91684,0.40216 | 0.4022 | 0.402212
SDSSJ150345.69+322542.1 | 98 | SDSSJ1503+3225,225.94036,32.42835,0.6059 | 0.605917 | 0.606
SDSSJ145259.14+332349.4 | SDSSJ1452+33233 | 92,223.24642,33.39706,0.5602 | 0.5602 | 0.560269
SDSSJ084054.19+505153.1 | SDSSJ0840+5051 | 28,130.22579,50.86476,0.5534 | 0.5534 | 0.55359
SDSSJ084121.74+501720.4 | SDSSJ0841+5017 | 25,130.34058,50.289,0.5542 | 0.5542 | 0.554213
SDSSJ1344+3258 | 82 | SDSSJ134427.96+325824.6,206.1165,32.9735,0.47495 | 0.474968 | 0.475
SDSSJ153730.27+022036.9 | SDSSJ1537+0220 | 172,234.37612,2.34358,0.4825 | 0.48252 | 0.482562
47 | SDSSJ111737.72-013308.9 | J1117-0133,169.40717,-1.55248,0.466967 | 0.467 | 0.467
SDSSJ075754.10+431353.8 | 15 | J0757+4313,119.47542,43.23161,0.5146 | 0.514768 | 0.5148
SDSSJ162754.57+191004.9 | 176 | J1627+1910,246.97737,19.16802,0.5251 | 0.525188 | 0.5252
25.0 | SDSS J104943.82+442034.2 | CSWA25,162.43117,44.34303,0.23 | 0.2303 | 0.2303
SDSS J162954.56+352839.5 | CSWA27 | 27.0,247.47733,35.47764,0.17 | 0.17 | 0.17
SDSSJ020121.39+322829.6 | SDSSJ020121.39+322829.6 | 6425148 | 6605-56565-722,30.33917,32.47493,0.3957 | 0.3957 | 0.39570424 | 0.4
72 | 71 | SDSSJ1039-0014 | SDSSJ103941.16-001424.5,159.9215,-0.24014,0.384875 | 0.384875 | 0.3849 | 0.3849
44 | SDSSJ101658.29-020833.3 | SDSSJ1016-0208 | SDSS J1016-0208,154.24287,-2.14256,0.469879 | 0.4699 | 0.4699 | nan
SDSS J113740.1+493635 | 7.0 | CSWA7 | SDSS J113740.44+493635.8,174.41775,49.60987,0.448 | 0.448 | 0.4483 | 0.4483
SDSS J120602.09+514229.5 | CSWA6 | SDSS J120602.1+514229 | 6.0,181.50872,51.70815,0.422 | 0.422 | 0.422 | 0.433
SDSS J151118.7+471340 | SDSS J151118.74+471340.3 | CSWA24 | 24.0,227.82803,47.22784,0.451 | 0.4517 | 0.4517 | 0.452
SDSSJ1250-0135 | SDSSJ1250-0135 | -,192.7105,-1.59214,0.087 | 0.08707 | 0.0871
SDSSJ1259+6134 | SDSSJ1259+6134 | -,194.8294,61.56906,0.233 | 0.23324 | 0.2334
SDSSJ2347-0005 | - | SDSSJ2347-0005,356.867,-0.08924,0.4167 | 0.4169 | 0.417
- | SDSSJ1313+0506 | SDSSJ1313+0506 | J1313+0506,198.36125,5.1159,0.1438 | 0.14383 | 0.144 | 0.144
16 | SDSSJ074734.75+444859.3 | SDSSJ0747+4448 | J0747+4448 | J0747+4448,116.89486,44.81647,0.43641 | 0.4366 | 0.4366 | 0.437 | 0.437
42 | SDSSJ123427.99-024129.6 | J1234-0241 | J1234-0241 | SDSSJ1234-0241,188.61664,-2.69156,0.489979 | 0.49 | 0.49 | 0.49 | 0.49
J1318-0104 | J1318-0104 | SDSSJ131829.39-010421.6 | SDSSJ1318-0104 | 138,199.62247,-1.07268,0.659 | 0.659 | 0.6591 | 0.6591 | 0.659205
J1522+2910 | J1522+2910 | SDSSJ152209.54+291021.9 | SDSSJ1522+2910 | 124,230.53969,29.17275,0.555 | 0.555 | 0.5553 | 0.5553 | 0.555642
180 | SDSSJ163714.58+143930.1 | J1637+1439 | J1637+1439 | SDSSJ1637+1439,249.31079,14.65836,0.39081 | 0.391 | 0.391 | 0.391 | 0.391
J2122+0409 | J2122+0409 | SDSSJ212252.04+040935.5 | SDSSJ2122+0409 | 189,320.71678,4.15986,0.626 | 0.626 | 0.6261 | 0.6261 | 0.626107
J0830+5116 | J0830+5116 | SDSSJ083049.73+511631.8 | SDSSJ0830+5116 | 23,127.70717,51.2755,0.53 | 0.53 | 0.5301 | 0.5301 | 0.53021
J1541+1812 | J1541+1812 | 106 | SDSSJ154118.56+181235.1 | SDSSJ1541+1812,235.32739,18.20975,0.56 | 0.56 | 0.560255 | 0.5603 | 0.5603
J0747+5055 | J0747+5055 | SDSSJ074724.12+505537.5 | SDSSJ0747+5055 | 17,116.85046,50.92708,0.438 | 0.438 | 0.4384 | 0.4384 | 0.438442
79 | SDSSJ134910.30+361239.7 | SDSSJ1349+3612 | J1349+3612 | J1349+3612,207.29292,36.21103,0.439595 | 0.4396 | 0.4396 | 0.44 | 0.44
J1352+3216 | J1352+3216 | SDSSJ135218.99+321651.8 | SDSSJ1352+3216 | 87,208.07914,32.28106,0.463 | 0.463 | 0.4634 | 0.4634 | 0.4634
184 | SDSSJ161109.80+170526.6 | SDSSJ1611+1705 | J1611+1705 | J1611+1705,242.79083,17.09072,0.476591 | 0.4766 | 0.4766 | 0.477 | 0.477
178 | J1631+1854 | J1631+1854 | SDSSJ163150.33+185404.1 | SDSSJ1631+1854,247.95967,18.90114,0.407989 | 0.408 | 0.408 | 0.4081 | 0.4081
J1542+1629 | J1542+1629 | SDSSJ154246.33+162951.8 | SDSSJ1542+1629 | 103,235.693,16.49772,0.352 | 0.352 | 0.3521 | 0.3521 | 0.352109
SDSSJ122151.92+380610.5 | SDSSJ1221+3806 | 125 | J1221+3806 | J1221+3806,185.4663,38.10292,0.5348 | 0.5348 | 0.534827 | 0.535 | 0.535
115 | SDSSJ154503.57+274805.3 | SDSSJ1545+2748 | J1545+2748 | J1545+2748,236.26493,27.80147,0.521755 | 0.5218 | 0.5218 | 0.522 | 0.522
J2125+0411 | J2125+0411 | 188 | SDSSJ212510.67+041131.6 | SDSSJ2125+0411,321.2945,4.19211,0.363 | 0.363 | 0.363157 | 0.3632 | 0.3632
- | SDSSJ1330-0148 | J1330-0148 | SDSSJ1330-0148 | J1330-0148,202.68964,-1.81156,0.0808 | 0.08081 | 0.081 | 0.081 | 0.081
SDSSJ1430+4105 | SDSSJ1430+4105 | - | J1430+4105 | J1430+4105 | UNIONS J143004+410557,217.51704,41.09921,0.28492 | 0.285 | 0.285 | 0.285 | 0.285 | nan
SDSSJ0841+3824 | - | J0841+3824 | SDSSJ0841+3824 | J0841+3824 | J0841+3824,130.37002,38.40381,0.11588 | 0.1159 | 0.116 | 0.116 | 0.116 | 0.116
SDSSJ1251-0208 | J1251-0208 | J1251-0208 | J1251-0208 | nan | SDSSJ1251-0208,192.89876,-2.13478,0.224 | 0.224 | 0.224 | 0.224 | 0.2243 | 0.22432
SDSSJ1038-0024,159.74354,-0.41072,0.219
SDSSJ1325+4145,201.48046,41.75061,0.306
DESI-015.2049+18.3077 | SDSS J010049.2+181827,15.20496,18.3076,0.593 | 0.65
4107704 | SDSS J113829.2+155417,174.62162,15.90478,0.44985622 | 0.45
SDSS J130137.7+551917 | 3719888,195.40704,55.32148,0.606 | 0.61639947
DESI-202.9388+51.5753 | SDSS J133145.3+513431 | AGEL 133145+513431,202.93876,51.5753,0.282 | 0.283 | nan
SDSSJ014526.41-050035.5 | 7050-56573-273,26.36004,-5.00989,0.5696 | 0.57
5984-56337-923 | SDSSJ124300.16+262312.5,190.75069,26.38682,0.45 | 0.4504
4723-56033-445 | SDSSJ152851.87+310233.8,232.21612,31.04275,0.74 | 0.7426
3924-55332-559 | SDSSJ160324.84+203108.4,240.8535,20.51902,0.55 | 0.5527
6725-56390-772 | SDSSJ144317.83+510721.0 | 20180416v026-3,220.82433,51.12251,0.55 | 0.5501 | 0.5501
DESI-226.2950+17.3451 | SDSS J150510.8+172042,226.295,17.34505,0.483581 | 0.511
SDSSJ152105.06+254110.0 | 3960-55663-695,230.27112,25.68611,0.5987 | 0.6
DESI-320.8584+01.8867 | SDSS J212326.0+015312 | AGEL 212326+015312,320.85836,1.88669,0.52488 | 0.551 | nan
DESI-355.1190+29.7964 | SDSS J234028.5+294747 | J2340+2947,355.11986,29.79639,0.495635999999999 | 0.496 | nan
SDSSJ002123.23-042926.1 | 7037-56570-769,5.34679,-4.4906,0.5583 | 0.56
SDSSJ003338.97+042734.9 | 4418-55862-165,8.41237,4.45971,0.5264 | 0.53
5705-56194-259 | SDSSJ005948.32+160629.4,14.95133,16.10819,0.59 | 0.5946
SDSSJ013644.87-064656.6 | 7162-56605-731,24.187,-6.78241,0.6686 | 0.67
3606-55182-695 | SDSSJ015145.35-000001.3,27.939,-0.00036,0.49 | 0.4901
4657-55591-602 | SDSSJ015150.88+143037.3,27.96204,14.51038,0.56 | 0.5623
SDSSJ074816.73+445602.8 | 3676-55186-623,117.06975,44.93412,0.5394 | 0.54
SDSSJ074831.92+471014.4 | 3673-55178-795,117.133,47.17067,0.4387 | 0.44
4473-55589-231 | SDSSJ075057.45+221035.8,117.73937,22.17662,0.45 | 0.4516
SDSSJ075930.24+441245.5 | 3683-55178-662,119.87604,44.21266,0.4668 | 0.47
3691-55274-138 | SDSSJ081535.86+452133.5,123.89942,45.35932,0.56 | 0.5642
SDSSJ083052.16+212858.1 | 4478-55600-135,127.71737,21.48281,0.6195 | 0.62
SDSSJ084300.13+194742.6 | 5176-56221-583,130.75058,19.79518,0.6985 | 0.7
5712-56602-365 | SDSSJ091526.15+585155.3,138.85898,58.86537,0.78 | 0.7812
SDSSJ092133.07+363717.4 | 4644-55922-885,140.38781,36.6215,0.5558 | 0.56
SDSSJ093551.05+085130.3 | 5314-55952-733,143.96271,8.85842,0.4569 | 0.46
SDSSJ102901.22+472822.6 | 6659-56607-751,157.25512,47.47296,0.5696 | 0.57
5366-55958-259 | SDSSJ111544.57+084717.1,168.93571,8.7881,0.55 | 0.5523
4619-55599-680 | SDSSJ112558.59+335647.1,171.49412,33.94642,0.48 | 0.4824
SDSSJ113110.97+355020.7 | 4615-55618-399,172.79575,35.83909,0.4685 | 0.47
SDSSJ113938.99+165158.5 | 5891-56034-104,174.9125,16.86626,0.2791 | 0.28
SDSSJ122910.34+660924.4 | 7120-56720-417,187.29312,66.1568,0.5086 | 0.51
SDSSJ124132.92+253258.9 | 5984-56337-186,190.38717,25.5497,0.5372 | 0.54
SDSSJ124144.23+602441.0 | 6840-56685-377,190.43433,60.41141,0.5259 | 0.53
SDSSJ132525.47+393914.5 | 4707-55653-211,201.35612,39.65404,0.5082 | 0.51
6817-56455-897 | SDSSJ132808.67+615717.6,202.03617,61.9549,0.53 | 0.531
5896-56047-358 | SDSSJ141026.39+212852.3,212.61,21.48119,0.31 | 0.3135
SDSSJ141358.21+293240.4 | 6497-56329-271,213.49254,29.54456,0.4461 | 0.45
SDSSJ141613.97+301457.0 | 6497-56329-843,214.05821,30.24918,0.5666 | 0.57
SDSSJ142823.28+235839.2 | 6014-56072-764,217.09704,23.97756,0.466 | 0.47
4025-55350-449 | SDSSJ143133.29-004454.1,217.88875,-0.74838,0.44 | 0.44
5168-56035-693 | SDSSJ150256.13+382017.8,225.73388,38.3383,0.45 | 0.4531
SDSSJ151641.22+495440.7 | 6727-56369-967,229.17175,49.91133,0.5479 | 0.55
3952-55330-944 | SDSSJ154611.14+280542.5,236.54642,28.09516,0.3 | 0.3044
3946-55659-954 | SDSSJ155458.11+264630.7,238.74217,26.7752,0.29 | 0.2914
SDSSJ155821.52+265829.7 | 4725-55711-295,239.58967,26.97494,0.5788 | 0.58
3923-55325-932 | SDSSJ160007.29+145112.2,240.03042,14.8534,0.34 | 0.3416
SDSSJ165003.84+494249.8 | 6315-56181-654,252.51604,49.71384,0.3889 | 0.39
5004-55711-151 | SDSSJ173225.89+264240.3,263.10787,26.7112,0.5 | 0.5029
SDSSJ212047.63-000911.3 | 4192-55469-151,320.1985,-0.15315,0.547 | 0.55
SDSSJ214843.04+044436.1 | 4091-55498-227,327.17933,4.74336,0.6584 | 0.66
5960-56097-209 | SDSSJ215034.63+245016.5,327.64433,24.83792,0.5 | 0.5039
SDSSJ221321.15+090241.0 | 5068-55749-829,333.33812,9.04474,0.6295 | 0.63
5069-56211-141 | SDSSJ222151.54+072400.2,335.46477,7.40007,0.75 | 0.7507
6297-56218-817 | SDSSJ223333.16+272037.5,338.38819,27.34376,0.53 | 0.5324
6506-56564-729 | SDSSJ230217.65+302738.2,345.57354,30.46064,0.56 | 0.5612
6147-56239-163 | SDSSJ231731.62+115450.9,349.38177,11.91414,0.54 | 0.5448
6160-56190-854 | SDSSJ234617.29+090931.4,356.57204,9.15873,0.18 | 0.1817
6521-56537-324 | SDSSJ235212.72+214526.1,358.053,21.75727,0.51 | 0.5133
SDSSJ235356.11-083238.8 | 7166-56602-783,358.48379,-8.54413,0.479 | 0.48
7033-56565-181 | SDSSJ235525.24-052138.6,358.85521,-5.36073,0.49 | 0.4917
SDSSJ150114.60+304230.8 | 27445869,225.31088,30.70858,0.6384 | 0.6384281
SDSS J1414+2703 | DESI-213.6684+27.0535,213.66302,27.05296,0.46 | 0.477
DESI-356.9337+05.2235 | SDSS J234744.1+051324,356.93373,5.22342,0.4876 | 0.491
SDSSJ001213.49+173537.5,3.05621,17.59377,0.4911
SDSS J001331.9+351220,3.38292,35.20556,0.228
SDSSJ001620.58-061115.5,4.08575,-6.18766,0.3015
SDSS J002547.5+285329,6.44792,28.89139,0.342
SDSS J002556.3+362439,6.48458,36.41083,0.322
SDSS J002824.1+224802,7.10042,22.80056,0.449
SDSS J003237.3+073649,8.15542,7.61361,0.481
SDSS J005403.9+185504,13.51625,18.91778,0.477
SDSSJ005409.97+294450.8,13.54158,29.74747,0.4488
SDSS J005529.8+074114,13.87417,7.68722,0.366
SDSSJ005753.31+001600.7,14.47217,0.26686,0.4937
SDSSJ010701.12-030830.6,16.75471,-3.14185,0.2452
SDSSJ011120.66-031559.4,17.83608,-3.26651,0.448
SDSSJ012233.11-052239.9,20.638,-5.37778,0.6539
SDSSJ013148.59-053037.6,22.95246,-5.51045,0.4873
SDSSJ013914.73+044334.6,24.81137,4.7263,0.2437
SDSSJ014631.97-012514.6,26.63325,-1.42072,0.5213
SDSSJ015138.11+005559.1,27.90883,0.93311,0.4857
SDSSJ020103.73+161130.8,30.26554,16.19189,0.111
SDSS J020638.9+044803,31.66208,4.80083,0.268
SDSSJ074502.39+181601.9,116.26,18.26721,0.5397
SDSSJ074720.77+272914.9,116.83658,27.48749,0.2713
SDSSJ075902.52+441705.0,119.76054,44.28474,0.467
SDSSJ081627.70+530140.5,124.11546,53.02792,0.5333
SDSS J0821+2519,125.33862,25.3175,0.268
SDSSJ082350.26+425114.1,125.95942,42.85394,0.6034
SDSSJ082433.59+190704.5,126.14,19.11793,0.5213
SDSS J082728.4+223245,126.86833,22.54583,0.335
SDSS J082854.3+103408,127.22625,10.56889,0.312
SDSSJ083023.30+270017.9,127.59712,27.00497,0.5201
SDSSJ083324.57+151215.4,128.35238,15.20429,0.4501
SDSSJ084211.29+383125.6,130.54704,38.5238,0.5816
SDSSJ084246.17+362456.1,130.69237,36.41558,0.5169
SDSSJ084443.21+012504.3,131.18004,1.41787,0.5911
SDSSJ090254.78-005745.8,135.72829,-0.96274,0.5786
SDSSJ091727.90+250027.4,139.36629,25.00763,0.3261
SDSSJ092159.66+070014.5,140.49858,7.00404,0.5903
SDSSJ092335.14+190554.7,140.89642,19.09854,0.4387
SDSSJ093741.40-013203.8,144.4225,-1.53439,0.5094
SDSSJ100149.69+273647.1,150.45708,27.6131,0.6218
SDSS J1008+4529,152.22854,45.487,0.479
- | SDSSJ1016+3859 | J1016+3859 | J1016+3859,154.09533,38.98425,0.1679 | 0.168 | 0.168 | 0.168
SDSSJ101908.39+250436.5,154.78496,25.07681,0.6473
SDSSJ102529.98+424926.0,156.37496,42.8239,0.3413
SDSSJ102938.39+154743.8,157.40996,15.79551,0.5607
SDSSJ103117.27+262354.9,157.822,26.3986,0.5478
SDSS J1040+3405,160.08217,34.08883,0.445
SDSS J104601.1+104852,161.50458,10.81444,0.258
SDSSJ105018.46+090256.4,162.57696,9.04901,0.618
SDSSJ105222.56+472252.7,163.09404,47.38132,0.4747
SDSSJ105507.57+314126.4,163.78158,31.69069,0.5189
SDSS J105559.4+155514,163.9975,15.92056,0.284
SDSSJ105620.82+114637.0,164.08675,11.77695,0.4698
SDSSJ105752.35+064431.2,164.46817,6.74202,0.5961
SDSSJ105909.96+110215.1,164.7915,11.03754,0.5459
SDSSJ110148.19+523918.9,165.45083,52.65526,0.5821
SDSSJ110502.65+035223.8,166.26104,3.87329,0.4929
SDSS J110934.8+142953,167.395,14.49806,0.476
SDSSJ111152.93+381222.2,167.97058,38.20619,0.5274
